,datetime_session,user_id,session_number,pageviews,datetime_first_engagement
30,2016-09-24 08:08:56,4964f380-cbf4-4441-ad98-186b52879e98,8,2,2016-09-20 04:05:59
31,2016-09-26 19:07:12,4964f380-cbf4-4441-ad98-186b52879e98,9,11,2016-09-20 04:05:59
32,2016-09-04 20:08:55,3535f12d-9da2-4469-bba9-b98bbeabb0dd,1,3,2016-09-10 08:24:01
33,2016-09-07 07:07:31,3535f12d-9da2-4469-bba9-b98bbeabb0dd,2,7,2016-09-10 08:24:01
34,2016-09-10 08:08:01,3535f12d-9da2-4469-bba9-b98bbeabb0dd,3,12,2016-09-10 08:24:01
35,2016-09-11 18:06:10,3535f12d-9da2-4469-bba9-b98bbeabb0dd,4,3,2016-09-10 08:24:01
36,2016-09-14 11:11:28,3535f12d-9da2-4469-bba9-b98bbeabb0dd,5,2,2016-09-10 08:24:01
37,2016-09-17 11:11:31,3535f12d-9da2-4469-bba9-b98bbeabb0dd,6,1,2016-09-10 08:24:01
38,2016-09-02 07:07:44,01e02b80-f54c-4ba6-a4d3-0454183e5d35,1,14,2016-09-04 22:40:58
39,2016-09-04 22:10:58,01e02b80-f54c-4ba6-a4d3-0454183e5d35,2,4,2016-09-04 22:40:58
40,2016-09-08 06:06:06,01e02b80-f54c-4ba6-a4d3-0454183e5d35,3,1,2016-09-04 22:40:58
41,2016-09-11 08:08:24,01e02b80-f54c-4ba6-a4d3-0454183e5d35,4,12,2016-09-04 22:40:58
42,2016-09-14 02:02:03,01e02b80-f54c-4ba6-a4d3-0454183e5d35,5,11,2016-09-04 22:40:58
43,2016-09-16 14:02:50,01e02b80-f54c-4ba6-a4d3-0454183e5d35,6,10,2016-09-04 22:40:58
44,2016-09-18 16:04:03,01e02b80-f54c-4ba6-a4d3-0454183e5d35,7,1,2016-09-04 22:40:58
45,2016-09-04 13:01:47,bb44c93c-4192-4b5b-b82a-f571e9957891,1,3,2016-09-13 20:30:19
46,2016-09-05 16:04:50,bb44c93c-4192-4b5b-b82a-f571e9957891,2,7,2016-09-13 20:30:19
47,2016-09-09 01:01:37,bb44c93c-4192-4b5b-b82a-f571e9957891,3,8,2016-09-13 20:30:19
48,2016-09-10 13:01:41,bb44c93c-4192-4b5b-b82a-f571e9957891,4,6,2016-09-13 20:30:19
49,2016-09-13 20:08:19,bb44c93c-4192-4b5b-b82a-f571e9957891,5,12,2016-09-13 20:30:19
50,2016-09-17 03:03:54,bb44c93c-4192-4b5b-b82a-f571e9957891,6,1,2016-09-13 20:30:19
51,2016-09-20 19:07:00,bb44c93c-4192-4b5b-b82a-f571e9957891,7,26,2016-09-13 20:30:19
52,2016-09-03 10:10:42,b613c091-da43-42bc-92c6-78a8855f29d8,1,3,2016-09-08 04:08:12
53,2016-09-05 13:01:01,b613c091-da43-42bc-92c6-78a8855f29d8,2,21,2016-09-08 04:08:12
54,2016-09-08 04:04:12,b613c091-da43-42bc-92c6-78a8855f29d8,3,9,2016-09-08 04:08:12
55,2016-09-10 00:12:22,b613c091-da43-42bc-92c6-78a8855f29d8,4,2,2016-09-08 04:08:12
56,2016-09-12 02:02:49,b613c091-da43-42bc-92c6-78a8855f29d8,5,4,2016-09-08 04:08:12
57,2016-09-14 00:12:45,b613c091-da43-42bc-92c6-78a8855f29d8,6,10,2016-09-08 04:08:12
58,2016-09-15 19:07:41,b613c091-da43-42bc-92c6-78a8855f29d8,7,2,2016-09-08 04:08:12
59,2016-09-19 16:04:56,b613c091-da43-42bc-92c6-78a8855f29d8,8,2,2016-09-08 04:08:12
60,2016-09-04 22:10:30,421c1fe4-6d9c-43cc-a664-3ace0b415d71,1,15,2016-09-10 06:56:41
61,2016-09-08 07:07:25,421c1fe4-6d9c-43cc-a664-3ace0b415d71,2,2,2016-09-10 06:56:41
62,2016-09-10 06:06:41,421c1fe4-6d9c-43cc-a664-3ace0b415d71,3,4,2016-09-10 06:56:41
63,2016-09-13 01:01:07,421c1fe4-6d9c-43cc-a664-3ace0b415d71,4,13,2016-09-10 06:56:41
64,2016-09-16 10:10:41,421c1fe4-6d9c-43cc-a664-3ace0b415d71,5,15,2016-09-10 06:56:41
65,2016-09-03 00:12:05,1408cd6e-be10-4400-91f7-028b09020080,1,1,
66,2016-09-04 17:05:05,1408cd6e-be10-4400-91f7-028b09020080,2,2,
67,2016-09-04 07:07:16,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,1,8,2016-09-07 15:23:54
68,2016-09-07 15:03:54,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,2,5,2016-09-07 15:23:54
69,2016-09-08 18:06:59,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,3,3,2016-09-07 15:23:54
70,2016-09-10 08:08:25,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,4,3,2016-09-07 15:23:54
71,2016-09-14 04:04:44,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,5,6,2016-09-07 15:23:54
72,2016-09-15 22:10:03,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,6,5,2016-09-07 15:23:54
73,2016-09-18 01:01:06,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,7,9,2016-09-07 15:23:54
74,2016-09-20 08:08:26,0173ecdd-ab58-448d-b31b-e220a5bfeeb4,8,6,2016-09-07 15:23:54
75,2016-09-03 13:01:14,783515da-795c-413c-b913-86747ac6c035,1,3,
76,2016-09-07 12:12:35,783515da-795c-413c-b913-86747ac6c035,2,4,
77,2016-09-08 22:10:05,783515da-795c-413c-b913-86747ac6c035,3,4,
78,2016-09-10 01:01:29,783515da-795c-413c-b913-86747ac6c035,4,4,
79,2016-09-02 14:02:26,d99d5e55-2d7e-4444-a081-05da3d3fea1a,1,8,2016-09-03 22:23:45
80,2016-09-03 22:10:45,d99d5e55-2d7e-4444-a081-05da3d3fea1a,2,3,2016-09-03 22:23:45
81,2016-09-07 05:05:24,d99d5e55-2d7e-4444-a081-05da3d3fea1a,3,9,2016-09-03 22:23:45
82,2016-09-08 16:04:34,d99d5e55-2d7e-4444-a081-05da3d3fea1a,4,2,2016-09-03 22:23:45
83,2016-09-10 20:08:19,d99d5e55-2d7e-4444-a081-05da3d3fea1a,5,1,2016-09-03 22:23:45
84,2016-09-13 10:10:52,d99d5e55-2d7e-4444-a081-05da3d3fea1a,6,1,2016-09-03 22:23:45
85,2016-09-17 11:11:31,d99d5e55-2d7e-4444-a081-05da3d3fea1a,7,2,2016-09-03 22:23:45
86,2016-09-19 22:10:11,d99d5e55-2d7e-4444-a081-05da3d3fea1a,8,11,2016-09-03 22:23:45
87,2016-09-23 00:12:45,d99d5e55-2d7e-4444-a081-05da3d3fea1a,9,3,2016-09-03 22:23:45
88,2016-09-03 12:12:36,34f47477-9672-4746-bf36-fc6f22c31ef6,1,2,
89,2016-09-02 02:02:15,e012affb-5650-485a-aa0f-02e10574eda5,1,4,2016-09-06 22:12:43
90,2016-09-03 08:08:49,e012affb-5650-485a-aa0f-02e10574eda5,2,1,2016-09-06 22:12:43
91,2016-09-05 08:08:01,e012affb-5650-485a-aa0f-02e10574eda5,3,6,2016-09-06 22:12:43
92,2016-09-06 21:09:43,e012affb-5650-485a-aa0f-02e10574eda5,4,16,2016-09-06 22:12:43
93,2016-09-08 21:09:56,e012affb-5650-485a-aa0f-02e10574eda5,5,5,2016-09-06 22:12:43
94,2016-09-11 13:01:50,e012affb-5650-485a-aa0f-02e10574eda5,6,1,2016-09-06 22:12:43
95,2016-09-12 17:05:22,e012affb-5650-485a-aa0f-02e10574eda5,7,1,2016-09-06 22:12:43
96,2016-09-14 16:04:09,e012affb-5650-485a-aa0f-02e10574eda5,8,1,2016-09-06 22:12:43
97,2016-09-04 04:04:18,45a90a22-2b40-449b-8f8e-5697a2c30769,1,2,2016-09-13 03:26:50
98,2016-09-05 18:06:29,45a90a22-2b40-449b-8f8e-5697a2c30769,2,5,2016-09-13 03:26:50
99,2016-09-07 14:02:38,45a90a22-2b40-449b-8f8e-5697a2c30769,3,1,2016-09-13 03:26:50
100,2016-09-11 06:06:13,45a90a22-2b40-449b-8f8e-5697a2c30769,4,4,2016-09-13 03:26:50
101,2016-09-13 03:03:50,45a90a22-2b40-449b-8f8e-5697a2c30769,5,10,2016-09-13 03:26:50
102,2016-09-17 02:02:59,45a90a22-2b40-449b-8f8e-5697a2c30769,6,1,2016-09-13 03:26:50
103,2016-09-20 19:07:05,45a90a22-2b40-449b-8f8e-5697a2c30769,7,5,2016-09-13 03:26:50
104,2016-09-21 21:09:03,45a90a22-2b40-449b-8f8e-5697a2c30769,8,2,2016-09-13 03:26:50
105,2016-09-04 10:10:04,74f0b680-a028-4d42-932e-70d6750682f5,1,1,
106,2016-09-05 18:06:31,74f0b680-a028-4d42-932e-70d6750682f5,2,1,
107,2016-09-09 04:04:54,74f0b680-a028-4d42-932e-70d6750682f5,3,7,
108,2016-09-10 05:05:43,74f0b680-a028-4d42-932e-70d6750682f5,4,7,
109,2016-09-12 19:07:37,74f0b680-a028-4d42-932e-70d6750682f5,5,1,
110,2016-09-02 09:09:09,6bc4ac55-0607-4271-b569-02d54cea7202,1,1,2016-09-06 09:19:02
111,2016-09-06 08:08:02,6bc4ac55-0607-4271-b569-02d54cea7202,2,8,2016-09-06 09:19:02
112,2016-09-08 00:12:30,6bc4ac55-0607-4271-b569-02d54cea7202,3,11,2016-09-06 09:19:02
113,2016-09-09 19:07:51,6bc4ac55-0607-4271-b569-02d54cea7202,4,14,2016-09-06 09:19:02
114,2016-09-13 13:01:56,6bc4ac55-0607-4271-b569-02d54cea7202,5,1,2016-09-06 09:19:02
115,2016-09-04 19:07:35,30c79c2a-e482-471b-8837-6bb8ed08f657,1,6,2016-09-11 02:19:19
116,2016-09-07 02:02:25,30c79c2a-e482-471b-8837-6bb8ed08f657,2,1,2016-09-11 02:19:19
117,2016-09-08 10:10:08,30c79c2a-e482-471b-8837-6bb8ed08f657,3,5,2016-09-11 02:19:19
118,2016-09-09 22:10:59,30c79c2a-e482-471b-8837-6bb8ed08f657,4,2,2016-09-11 02:19:19
119,2016-09-11 02:02:19,30c79c2a-e482-471b-8837-6bb8ed08f657,5,9,2016-09-11 02:19:19
120,2016-09-13 20:08:30,30c79c2a-e482-471b-8837-6bb8ed08f657,6,10,2016-09-11 02:19:19
121,2016-09-17 19:07:26,30c79c2a-e482-471b-8837-6bb8ed08f657,7,2,2016-09-11 02:19:19
122,2016-09-02 04:04:54,303e39a4-8575-4b6e-a690-c18c8176445b,1,4,2016-09-07 09:00:09
123,2016-09-06 04:04:09,303e39a4-8575-4b6e-a690-c18c8176445b,2,4,2016-09-07 09:00:09
124,2016-09-07 08:08:09,303e39a4-8575-4b6e-a690-c18c8176445b,3,14,2016-09-07 09:00:09
125,2016-09-09 19:07:11,303e39a4-8575-4b6e-a690-c18c8176445b,4,3,2016-09-07 09:00:09
126,2016-09-13 15:03:26,303e39a4-8575-4b6e-a690-c18c8176445b,5,11,2016-09-07 09:00:09
127,2016-09-17 03:03:58,303e39a4-8575-4b6e-a690-c18c8176445b,6,25,2016-09-07 09:00:09
128,2016-09-21 02:02:02,303e39a4-8575-4b6e-a690-c18c8176445b,7,4,2016-09-07 09:00:09
129,2016-09-24 10:10:21,303e39a4-8575-4b6e-a690-c18c8176445b,8,1,2016-09-07 09:00:09
130,2016-09-25 13:01:41,303e39a4-8575-4b6e-a690-c18c8176445b,9,5,2016-09-07 09:00:09
131,2016-09-02 19:07:59,990ed205-5197-47f7-92e0-cd1914109546,1,7,2016-09-08 20:51:18
132,2016-09-04 15:03:39,990ed205-5197-47f7-92e0-cd1914109546,2,4,2016-09-08 20:51:18
133,2016-09-05 22:10:09,990ed205-5197-47f7-92e0-cd1914109546,3,10,2016-09-08 20:51:18
134,2016-09-08 20:08:18,990ed205-5197-47f7-92e0-cd1914109546,4,7,2016-09-08 20:51:18
135,2016-09-12 16:04:55,990ed205-5197-47f7-92e0-cd1914109546,5,1,2016-09-08 20:51:18
136,2016-09-15 21:09:21,990ed205-5197-47f7-92e0-cd1914109546,6,2,2016-09-08 20:51:18
137,2016-09-04 12:12:41,e2cf7a88-ae81-4ee1-97b1-8e49acb7f9a0,1,2,
138,2016-09-06 08:08:10,e2cf7a88-ae81-4ee1-97b1-8e49acb7f9a0,2,3,
139,2016-09-04 17:05:41,d485129a-9fa8-4797-9c04-05081d999e36,1,1,2016-09-09 23:59:52
140,2016-09-08 05:05:53,d485129a-9fa8-4797-9c04-05081d999e36,2,10,2016-09-09 23:59:52
141,2016-09-09 23:11:52,d485129a-9fa8-4797-9c04-05081d999e36,3,9,2016-09-09 23:59:52
142,2016-09-12 09:09:34,d485129a-9fa8-4797-9c04-05081d999e36,4,1,2016-09-09 23:59:52
143,2016-09-14 20:08:04,d485129a-9fa8-4797-9c04-05081d999e36,5,15,2016-09-09 23:59:52
144,2016-09-18 11:11:35,d485129a-9fa8-4797-9c04-05081d999e36,6,7,2016-09-09 23:59:52
145,2016-09-04 09:09:49,d502162a-1be7-4687-8a23-56cd436eec7e,1,7,2016-09-06 08:53:42
146,2016-09-06 08:08:42,d502162a-1be7-4687-8a23-56cd436eec7e,2,9,2016-09-06 08:53:42
147,2016-09-07 19:07:01,d502162a-1be7-4687-8a23-56cd436eec7e,3,2,2016-09-06 08:53:42
148,2016-09-11 03:03:39,d502162a-1be7-4687-8a23-56cd436eec7e,4,7,2016-09-06 08:53:42
149,2016-09-13 13:01:27,d502162a-1be7-4687-8a23-56cd436eec7e,5,1,2016-09-06 08:53:42
150,2016-09-14 21:09:48,d502162a-1be7-4687-8a23-56cd436eec7e,6,2,2016-09-06 08:53:42
151,2016-09-17 17:05:00,d502162a-1be7-4687-8a23-56cd436eec7e,7,2,2016-09-06 08:53:42
152,2016-09-04 19:07:26,a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,1,5,2016-09-07 06:56:48
153,2016-09-07 06:06:48,a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,2,4,2016-09-07 06:56:48
154,2016-09-10 20:08:33,a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,3,1,2016-09-07 06:56:48
155,2016-09-14 05:05:26,a2d29f4c-e9c6-47d7-a65e-5c13fffaec42,4,7,2016-09-07 06:56:48
156,2016-09-02 20:08:31,5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,1,1,2016-09-07 10:37:15
157,2016-09-05 02:02:52,5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,2,23,2016-09-07 10:37:15
158,2016-09-07 10:10:15,5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,3,8,2016-09-07 10:37:15
159,2016-09-11 11:11:12,5d5dd4f2-7d9d-4d6b-ab22-f0e6f8010e50,4,10,2016-09-07 10:37:15
160,2016-09-03 08:08:01,629877e1-6543-4d49-84b5-46fdbaea91b0,1,2,
161,2016-09-05 18:06:36,629877e1-6543-4d49-84b5-46fdbaea91b0,2,9,
162,2016-09-08 09:09:16,629877e1-6543-4d49-84b5-46fdbaea91b0,3,3,
163,2016-09-03 20:08:59,40cb699c-3fee-4a69-8268-d02227d9d56c,1,3,
164,2016-09-02 22:10:18,05cb6a51-1920-432f-9120-88204fc520ac,1,4,
165,2016-09-02 09:09:49,9c9bb0ae-17ba-4206-a1ac-084266a425b3,1,7,2016-09-08 19:24:45
166,2016-09-05 12:12:20,9c9bb0ae-17ba-4206-a1ac-084266a425b3,2,1,2016-09-08 19:24:45
167,2016-09-07 16:04:21,9c9bb0ae-17ba-4206-a1ac-084266a425b3,3,17,2016-09-08 19:24:45
168,2016-09-08 19:07:45,9c9bb0ae-17ba-4206-a1ac-084266a425b3,4,8,2016-09-08 19:24:45
169,2016-09-12 00:12:02,9c9bb0ae-17ba-4206-a1ac-084266a425b3,5,9,2016-09-08 19:24:45
170,2016-09-13 18:06:42,9c9bb0ae-17ba-4206-a1ac-084266a425b3,6,11,2016-09-08 19:24:45
171,2016-09-15 23:11:23,9c9bb0ae-17ba-4206-a1ac-084266a425b3,7,12,2016-09-08 19:24:45
172,2016-09-17 10:10:27,9c9bb0ae-17ba-4206-a1ac-084266a425b3,8,3,2016-09-08 19:24:45
173,2016-09-19 20:08:00,9c9bb0ae-17ba-4206-a1ac-084266a425b3,9,1,2016-09-08 19:24:45
174,2016-09-21 15:03:12,9c9bb0ae-17ba-4206-a1ac-084266a425b3,10,3,2016-09-08 19:24:45
175,2016-09-04 01:01:29,c833407a-b694-4db5-bcdc-987cbed63c0b,1,1,2016-09-06 20:47:07
176,2016-09-06 20:08:07,c833407a-b694-4db5-bcdc-987cbed63c0b,2,5,2016-09-06 20:47:07
177,2016-09-08 16:04:58,c833407a-b694-4db5-bcdc-987cbed63c0b,3,7,2016-09-06 20:47:07
178,2016-09-10 03:03:01,c833407a-b694-4db5-bcdc-987cbed63c0b,4,7,2016-09-06 20:47:07
179,2016-09-11 12:12:39,c833407a-b694-4db5-bcdc-987cbed63c0b,5,1,2016-09-06 20:47:07
180,2016-09-13 05:05:19,c833407a-b694-4db5-bcdc-987cbed63c0b,6,4,2016-09-06 20:47:07
181,2016-09-14 23:11:10,c833407a-b694-4db5-bcdc-987cbed63c0b,7,1,2016-09-06 20:47:07
182,2016-09-17 08:08:54,c833407a-b694-4db5-bcdc-987cbed63c0b,8,3,2016-09-06 20:47:07
183,2016-09-18 23:11:17,c833407a-b694-4db5-bcdc-987cbed63c0b,9,4,2016-09-06 20:47:07
184,2016-09-02 04:04:14,09a4831a-6c6b-4f58-b125-55abd4245e11,1,3,
185,2016-09-05 02:02:15,09a4831a-6c6b-4f58-b125-55abd4245e11,2,2,
186,2016-09-02 16:04:14,86f1feea-a5d5-47b1-833a-d95ae5880bbe,1,8,2016-09-08 03:04:18
187,2016-09-05 04:04:07,86f1feea-a5d5-47b1-833a-d95ae5880bbe,2,13,2016-09-08 03:04:18
188,2016-09-08 02:02:18,86f1feea-a5d5-47b1-833a-d95ae5880bbe,3,7,2016-09-08 03:04:18
189,2016-09-11 13:01:47,86f1feea-a5d5-47b1-833a-d95ae5880bbe,4,3,2016-09-08 03:04:18
190,2016-09-14 03:03:54,86f1feea-a5d5-47b1-833a-d95ae5880bbe,5,4,2016-09-08 03:04:18
191,2016-09-16 08:08:58,86f1feea-a5d5-47b1-833a-d95ae5880bbe,6,6,2016-09-08 03:04:18
192,2016-09-19 04:04:42,86f1feea-a5d5-47b1-833a-d95ae5880bbe,7,2,2016-09-08 03:04:18
193,2016-09-02 23:11:12,ac1bd09d-4f5a-435d-808c-cd3cd28f6cb6,1,5,
194,2016-09-04 15:03:57,ac1bd09d-4f5a-435d-808c-cd3cd28f6cb6,2,6,
195,2016-09-03 02:02:35,46647b9b-90fd-42a8-9425-5354cb257245,1,2,2016-09-08 13:06:02
196,2016-09-06 23:11:28,46647b9b-90fd-42a8-9425-5354cb257245,2,2,2016-09-08 13:06:02
197,2016-09-08 12:12:02,46647b9b-90fd-42a8-9425-5354cb257245,3,4,2016-09-08 13:06:02
198,2016-09-10 03:03:31,46647b9b-90fd-42a8-9425-5354cb257245,4,7,2016-09-08 13:06:02
199,2016-09-11 21:09:26,46647b9b-90fd-42a8-9425-5354cb257245,5,1,2016-09-08 13:06:02
200,2016-09-12 23:11:17,46647b9b-90fd-42a8-9425-5354cb257245,6,4,2016-09-08 13:06:02
201,2016-09-16 12:12:45,46647b9b-90fd-42a8-9425-5354cb257245,7,8,2016-09-08 13:06:02
202,2016-09-20 11:11:58,46647b9b-90fd-42a8-9425-5354cb257245,8,6,2016-09-08 13:06:02
203,2016-09-23 22:10:54,46647b9b-90fd-42a8-9425-5354cb257245,9,2,2016-09-08 13:06:02
204,2016-09-25 12:12:27,46647b9b-90fd-42a8-9425-5354cb257245,10,6,2016-09-08 13:06:02
205,2016-09-04 07:07:50,c7cd9922-582e-4415-9887-d5cc19a0319f,1,13,2016-09-04 07:09:50
206,2016-09-04 22:10:33,d5306b89-4d61-4934-8637-a56f0948169b,1,5,2016-09-08 07:14:22
207,2016-09-06 15:03:08,d5306b89-4d61-4934-8637-a56f0948169b,2,6,2016-09-08 07:14:22
208,2016-09-08 07:07:22,d5306b89-4d61-4934-8637-a56f0948169b,3,2,2016-09-08 07:14:22
209,2016-09-02 14:02:02,4a84ea74-1134-4ebb-96f8-fb18903fb835,1,6,
210,2016-09-02 06:06:21,1543c09c-6271-433d-96b9-a5e102678fb5,1,13,2016-09-02 06:09:21
211,2016-09-05 11:11:10,1543c09c-6271-433d-96b9-a5e102678fb5,2,8,2016-09-02 06:09:21
212,2016-09-08 00:12:47,1543c09c-6271-433d-96b9-a5e102678fb5,3,2,2016-09-02 06:09:21
213,2016-09-10 02:02:02,1543c09c-6271-433d-96b9-a5e102678fb5,4,24,2016-09-02 06:09:21
214,2016-09-12 09:09:28,1543c09c-6271-433d-96b9-a5e102678fb5,5,2,2016-09-02 06:09:21
215,2016-09-14 23:11:24,1543c09c-6271-433d-96b9-a5e102678fb5,6,22,2016-09-02 06:09:21
216,2016-09-04 17:05:49,ff4f3584-4294-4997-ad40-8974c37b8470,1,12,2016-09-08 08:04:19
217,2016-09-08 07:07:19,ff4f3584-4294-4997-ad40-8974c37b8470,2,9,2016-09-08 08:04:19
218,2016-09-10 06:06:34,ff4f3584-4294-4997-ad40-8974c37b8470,3,1,2016-09-08 08:04:19
219,2016-09-12 00:12:10,ff4f3584-4294-4997-ad40-8974c37b8470,4,6,2016-09-08 08:04:19
220,2016-09-03 01:01:26,eae89b95-568d-4d95-aa0f-1858b96530db,1,8,2016-09-07 13:55:19
221,2016-09-04 04:04:35,eae89b95-568d-4d95-aa0f-1858b96530db,2,6,2016-09-07 13:55:19
222,2016-09-07 13:01:19,eae89b95-568d-4d95-aa0f-1858b96530db,3,5,2016-09-07 13:55:19
223,2016-09-09 14:02:01,eae89b95-568d-4d95-aa0f-1858b96530db,4,4,2016-09-07 13:55:19
224,2016-09-12 20:08:00,eae89b95-568d-4d95-aa0f-1858b96530db,5,5,2016-09-07 13:55:19
225,2016-09-15 18:06:43,eae89b95-568d-4d95-aa0f-1858b96530db,6,1,2016-09-07 13:55:19
226,2016-09-17 20:08:23,eae89b95-568d-4d95-aa0f-1858b96530db,7,2,2016-09-07 13:55:19
227,2016-09-19 07:07:34,eae89b95-568d-4d95-aa0f-1858b96530db,8,6,2016-09-07 13:55:19
228,2016-09-22 03:03:25,eae89b95-568d-4d95-aa0f-1858b96530db,9,6,2016-09-07 13:55:19
229,2016-09-24 18:06:01,eae89b95-568d-4d95-aa0f-1858b96530db,10,3,2016-09-07 13:55:19
230,2016-09-02 08:08:28,9075a9e2-9d71-4af2-a191-c0d6e2982eb3,1,12,2016-09-06 14:33:23
231,2016-09-04 15:03:43,9075a9e2-9d71-4af2-a191-c0d6e2982eb3,2,2,2016-09-06 14:33:23
232,2016-09-06 14:02:23,9075a9e2-9d71-4af2-a191-c0d6e2982eb3,3,3,2016-09-06 14:33:23
233,2016-09-09 07:07:15,9075a9e2-9d71-4af2-a191-c0d6e2982eb3,4,7,2016-09-06 14:33:23
234,2016-09-02 17:05:45,c86b9966-e784-4d5b-82b6-7c960e45b16b,1,3,2016-09-13 02:59:31
235,2016-09-03 22:10:51,c86b9966-e784-4d5b-82b6-7c960e45b16b,2,4,2016-09-13 02:59:31
236,2016-09-07 00:12:23,c86b9966-e784-4d5b-82b6-7c960e45b16b,3,2,2016-09-13 02:59:31
237,2016-09-08 18:06:24,c86b9966-e784-4d5b-82b6-7c960e45b16b,4,1,2016-09-13 02:59:31
238,2016-09-10 01:01:28,c86b9966-e784-4d5b-82b6-7c960e45b16b,5,8,2016-09-13 02:59:31
239,2016-09-13 02:02:31,c86b9966-e784-4d5b-82b6-7c960e45b16b,6,10,2016-09-13 02:59:31
240,2016-09-14 13:01:58,c86b9966-e784-4d5b-82b6-7c960e45b16b,7,2,2016-09-13 02:59:31
241,2016-09-16 23:11:02,c86b9966-e784-4d5b-82b6-7c960e45b16b,8,9,2016-09-13 02:59:31
242,2016-09-03 10:10:31,1825a0c2-d2f8-41cb-b44f-2de8a92fa96f,1,2,
243,2016-09-04 14:02:05,1825a0c2-d2f8-41cb-b44f-2de8a92fa96f,2,2,
244,2016-09-06 23:11:55,1825a0c2-d2f8-41cb-b44f-2de8a92fa96f,3,5,
